,postcode,borough,neighbourhood_list,latitude,longitude,merge_key,name,ven_categories,ven_latitude,ven_longitude,ven_postalcode
15,M3H,North York,"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,28,Living Well,Caribbean,43.756460538385106,-79.51598949881128,M3N 2V2
16,M3H,North York,"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,28,Hwy 400 at Finch W.,Road,43.75439885206936,-79.52696696364671,
17,M3H,North York,"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,28,Pho Mi Viet Hoa,Vietnamese,43.7519356619472,-79.51597892461835,M3N 2J5
18,M3H,North York,"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,28,Yorkgate Mall,Mall,43.75866403784837,-79.51964054966928,
0,M4H,East York,Thorncliffe Park,43.7053689,-79.34937190000001,29,Shoppers Drug Mart,Pharmacy,43.701264,-79.519705,M9N 1X2
1,M4H,East York,Thorncliffe Park,43.7053689,-79.34937190000001,29,Eggsmart,Breakfast,43.70227,-79.523103,
2,M4H,East York,Thorncliffe Park,43.7053689,-79.34937190000001,29,Elm Park,Park,43.70613889238497,-79.51586870967138,
3,M4H,East York,Thorncliffe Park,43.7053689,-79.34937190000001,29,Olympic convenience store,Convenience Store,43.70448603955921,-79.51578933384089,
0,M5H,Downtown Toronto,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,30,Trattoria Leonardo,Italian,43.65289339411601,-79.52529976414611,
1,M5H,Downtown Toronto,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,30,Montgomery's Inn Museum,History Museum,43.651831023293425,-79.525597213862,
2,M5H,Downtown Toronto,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,30,Donnybrook Park,Park,43.653321988529626,-79.52024765658007,
3,M5H,Downtown Toronto,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,30,Second Cup,Coffee Shop,43.65043179589949,-79.52716831628511,M9A 1B4
4,M5H,Downtown Toronto,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,30,Montgomery Dry Cleaners,Apparel,43.65267627022017,-79.52524586381715,
0,M6H,West Toronto,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,31,COBS Bread,Bakery,43.664940367690775,-79.5204847956449,M9A 3T7
1,M6H,West Toronto,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,31,TTC Stop #6972,Bus Stop,43.666139,-79.519814,
2,M6H,West Toronto,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,31,Edgehill House,Park,43.670761782876156,-79.51687894119398,
3,M6H,West Toronto,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,31,Humbertown Convenience,Convenience Store,43.66492858170565,-79.52048054521903,
0,M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,32,Fennimore Park,Park,43.745397946352256,-79.52228307723999,
1,M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,32,Eddystone Meats,Food & Drink,43.74759737621367,-79.52158954711045,M3N 1H8
2,M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,32,Auto Collision Centre Ltd,Auto Garage,43.748722,-79.51824,
0,M2J,North York,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,33,Black Creek Restaurant,Gastropub,43.77530076234947,-79.51826799128665,
1,M2J,North York,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,33,Noble,Hardware,43.78162524676055,-79.51762194432501,L4K 1A7
2,M2J,North York,"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,33,Tasty Pizza,Pizza,43.77412111673628,-79.52186954050678,M3N 2X7
0,M3J,North York,"Northwood Park,York University",43.7679803,-79.48726190000001,34,Petro-Canada,Gas Station,43.766586,-79.51987,M3N 2L2
1,M3J,North York,"Northwood Park,York University",43.7679803,-79.48726190000001,34,Tri Star Restaurant,Chinese,43.76933638194449,-79.52024995897516,M3N 2L2
2,M3J,North York,"Northwood Park,York University",43.7679803,-79.48726190000001,34,John Booth Memorial Arena,Skating Rink,43.769548855413575,-79.52324753470374,
3,M3J,North York,"Northwood Park,York University",43.7679803,-79.48726190000001,34,Driftwood community centre,Athletics & Sports,43.76567959563023,-79.51970643195256,M3N
0,M4J,East York,East Toronto,43.685347,-79.3381065,35,Plant World,Hardware,43.683627,-79.522305,M9A 4M2
1,M4J,East York,East Toronto,43.685347,-79.3381065,35,LaRose Bakery,Bakery,43.6868346398581,-79.52443561640371,
2,M4J,East York,East Toronto,43.685347,-79.3381065,35,Pizza Pizza,Pizza,43.68525618478996,-79.5235824225805,M9P 1B2
3,M4J,East York,East Toronto,43.685347,-79.3381065,35,Mac's Milk,Convenience Store,43.68557185191021,-79.52369771156515,
4,M4J,East York,East Toronto,43.685347,-79.3381065,35,Moxie's Classic Grill,Restaurant,43.68687,-79.524454,
5,M4J,East York,East Toronto,43.685347,-79.3381065,35,LaRose Plaza,Plaza,43.68596908878465,-79.52641104461547,
0,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Power Yoga Canada Etobicoke,Yoga Studio,43.63659220688171,-79.52031160065043,
1,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Gojima,Japanese,43.6450937571191,-79.52167215350396,M8X 1E9
2,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Lemongrass,Thai,43.64501004827513,-79.52237930103196,
3,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,A&W,Fast Food,43.645096,-79.522514,M8X 1G2
4,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Subway,Sandwiches,43.64501417215867,-79.52216600316655,
5,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Mitzie's Jerk,Caribbean,43.6452148372177,-79.52141242658975,M8X 1E9
6,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Pizza Pizza,Pizza,43.64495916856127,-79.52246841231887,M8X 1G2
7,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Orwell's,Pub,43.64488496919141,-79.52312559497283,M8X 1G2
8,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Tom Riley Park,Park,43.63897185621175,-79.5255643804047,
9,M5J,Downtown Toronto,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999999,36,Squire & Firkin,Pub,43.645231296334295,-79.52124579478895,M8X 1E9
0,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Starbucks,Coffee Shop,43.645425,-79.522439,M8X 2X3
1,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Gourmet Bakery (Islington Station),Bakery,43.64491852702881,-79.52471129398302,
2,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Sobeys,Grocery Store,43.645726,-79.521369,M8X 2X9
3,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Gojima,Japanese,43.6450937571191,-79.52167215350396,M8X 1E9
4,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Lemongrass,Thai,43.64501004827513,-79.52237930103196,
5,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,A&W,Fast Food,43.645096,-79.522514,M8X 1G2
6,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,A&W,Fast Food,43.64536,-79.521563,M8X 2X4
7,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Thai Express,Thai,43.645427,-79.522446,M8X 2X3
8,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Second Cup,Coffee Shop,43.64533056349981,-79.52275256405419,M8X 2W8
9,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Subway,Sandwiches,43.64501417215867,-79.52216600316655,
10,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,GoodLife Fitness,Gym,43.64554,-79.522255,M8X 2X2
11,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Tim Hortons,Coffee Shop,43.64527816413406,-79.52236337301633,M8Z 5B5
12,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Mitzie's Jerk,Caribbean,43.6452148372177,-79.52141242658975,M8X 1E9
13,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Pizza Pizza,Pizza,43.64495916856127,-79.52246841231887,M8X 1G2
14,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Orwell's,Pub,43.64488496919141,-79.52312559497283,M8X 1G2
15,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Squire & Firkin,Pub,43.645231296334295,-79.52124579478895,M8X 1E9
16,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Freshii,Gluten-free,43.645411282104604,-79.52263814541413,M8X 2X2
17,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Sushi Express,Sushi,43.645432647801336,-79.52557525452383,
18,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Mabelle Convenience,Convenience Store,43.64649806233653,-79.52670066379756,
19,M6J,West Toronto,"Little Portugal,Trinity",43.647926700000006,-79.4197497,37,Enterprise Rent-A-Car,Rental Car,43.6468599,-79.51511,M8X 1Z4
0,M1K,Scarborough,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,38,Oakdale Golf and Country Club,Golf Course,43.727966085004844,-79.52231249726017,
1,M1K,Scarborough,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,38,Hwy 401 & Hwy 400,Intersection,43.72797242773429,-79.5223015286055,
2,M1K,Scarborough,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,38,Commercial Bakeries,Bakery,43.7279474149062,-79.52232014925207,
3,M1K,Scarborough,"East Birchmount Park,Ionview,Kennedy Park",43.7279292,-79.26202940000002,38,auctionmaxx,Discount Store,43.72710081596881,-79.52517301758158,M9M 2W6
0,M2K,North York,Bayview Village,43.7869473,-79.385975,39,Doublerinks Arena - Vaughan Iceplex,Skating Rink,43.789973313787804,-79.52126996625495,
1,M2K,North York,Bayview Village,43.7869473,-79.385975,39,Pro Hockey Network,Athletics & Sports,43.790300809379346,-79.52106249838697,
2,M2K,North York,Bayview Village,43.7869473,-79.385975,39,Highway 407 GO Station,Bus Station,43.783255,-79.523846,L4K 1A7
3,M2K,North York,Bayview Village,43.7869473,-79.385975,39,Highway 407 Subway Station,Metro,43.78297713720161,-79.52359199523926,
0,M3K,North York,"CFB Toronto,Downsview East",43.737473200000004,-79.46476329999999,40,Toronto air duct cleaning services,Dry Cleaner,43.739495966259426,-79.52249195426701,M3N 1B3
1,M3K,North York,"CFB Toronto,Downsview East",43.737473200000004,-79.46476329999999,40,Wok of Fame,Chinese,43.74024854616242,-79.51876211468183,
0,M4K,East Toronto,"The Danforth West,Riverdale",43.6795571,-79.352188,41,Plant World,Hardware,43.683627,-79.522305,M9A 4M2
1,M4K,East Toronto,"The Danforth West,Riverdale",43.6795571,-79.352188,41,Buttonwood Park,Playground,43.68128069011653,-79.51947212219238,
2,M4K,East Toronto,"The Danforth West,Riverdale",43.6795571,-79.352188,41,TTC Bus 73 Royal York,Bus,43.6772463547691,-79.51962956928409,
3,M4K,East Toronto,"The Danforth West,Riverdale",43.6795571,-79.352188,41,Allanhurst Park,Playground,43.67896841669573,-79.52500430987637,
0,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Starbucks,Coffee Shop,43.645425,-79.522439,M8X 2X3
1,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Gourmet Bakery (Islington Station),Bakery,43.64491852702881,-79.52471129398302,
2,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Sobeys,Grocery Store,43.645726,-79.521369,M8X 2X9
3,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Gojima,Japanese,43.6450937571191,-79.52167215350396,M8X 1E9
4,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Lemongrass,Thai,43.64501004827513,-79.52237930103196,
5,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,A&W,Fast Food,43.645096,-79.522514,M8X 1G2
6,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,A&W,Fast Food,43.64536,-79.521563,M8X 2X4
7,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Thai Express,Thai,43.645427,-79.522446,M8X 2X3
8,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Second Cup,Coffee Shop,43.64533056349981,-79.52275256405419,M8X 2W8
9,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Subway,Sandwiches,43.64501417215867,-79.52216600316655,
10,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,GoodLife Fitness,Gym,43.64554,-79.522255,M8X 2X2
11,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Tim Hortons,Coffee Shop,43.64527816413406,-79.52236337301633,M8Z 5B5
12,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Mitzie's Jerk,Caribbean,43.6452148372177,-79.52141242658975,M8X 1E9
13,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Pizza Pizza,Pizza,43.64495916856127,-79.52246841231887,M8X 1G2
14,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Squire & Firkin,Pub,43.645231296334295,-79.52124579478895,M8X 1E9
15,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Orwell's,Pub,43.64488496919141,-79.52312559497283,M8X 1G2
16,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Freshii,Gluten-free,43.645411282104604,-79.52263814541413,M8X 2X2
17,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Sushi Express,Sushi,43.645432647801336,-79.52557525452383,
18,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Mabelle Convenience,Convenience Store,43.64649806233653,-79.52670066379756,
19,M5K,Downtown Toronto,"Design Exchange,Toronto Dominion Centre",43.6471768,-79.38157640000001,42,Enterprise Rent-A-Car,Rental Car,43.6468599,-79.51511,M8X 1Z4
0,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Power Yoga Canada Etobicoke,Yoga Studio,43.63659220688171,-79.52031160065043,
1,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Tim Hortons,Coffee Shop,43.63597324207715,-79.52059663832193,M8Z 4R9
2,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,TD Canada Trust,Bank,43.63378641956479,-79.51964914798737,M8Z 4R6
3,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Rocco's Plum Tomato,Italian,43.63489813442689,-79.51995120245513,
4,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Second Cup,Café,43.63426233887402,-79.51985408011149,M8Z 4R6
5,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Rainbow Convenience,Convenience Store,43.63590105720199,-79.5204635546415,
6,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Fresh & Tasty,Deli / Bodega,43.63589907120153,-79.5205341075108,M8Z
7,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Tom Riley Park,Park,43.63897185621175,-79.5255643804047,
8,M6K,West Toronto,"Brockton,Exhibition Place,Parkdale Village",43.6368472,-79.42819140000002,43,Armstrong & Nelson Eavestroughing,Home Services,43.637847,-79.515342,M8Z 2W1
0,M1L,Scarborough,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,44,Wallace C. Swanek Park,Park,43.708896432967165,-79.52264785766602,
1,M1L,Scarborough,"Clairlea,Golden Mile,Oakridge",43.711111700000004,-79.2845772,44,Pelmo Community Centre,Outdoors & Recreation,43.71441852002091,-79.51989309816359,
0,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,No Frills,Grocery Store,43.758178,-79.51968,M3N 3A1
1,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Pho Com Viet Nam,Vietnamese,43.75663119859895,-79.51833633068185,M3N 2V3
2,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Pizza Hut,Pizza,43.75633958118749,-79.51781778764257,M3N 2V3
3,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,KFC,Fast Food,43.7566,-79.5181,M3N 2V3
4,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Shoppers Drug Mart,Pharmacy,43.756147,-79.515843,M3N 2K1
5,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Petro-Canada,Gas Station,43.757187,-79.517778,M3N 2Z2
6,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Popeyes Louisiana Kitchen,Fried Chicken,43.75660425382002,-79.51604685393343,M3N 2K1
7,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,The Beer Store,Beer Store,43.7560941,-79.5162392,M3N 2V3
8,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Subway,Sandwiches,43.75617104020033,-79.5182508987524,M3N 2V3
9,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Pizza Pizza,Pizza,43.756185976894656,-79.5154595375061,M3N 2H1
10,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Planet Fitness,Gym / Fitness,43.757538,-79.51961,
11,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,LCBO,Liquor Store,43.759256617873106,-79.51945388294175,M3N 3A1
12,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Tim Hortons,Coffee Shop,43.7561284,-79.5162657,M3N 2K1
13,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Living Well,Caribbean,43.756460538385106,-79.51598949881128,M3N 2V2
14,M2L,North York,"Silver Hills,York Mills",43.7574902,-79.37471409999999,45,Dollarama,Discount Store,43.75677,-79.515084,M3N 2V2
0,M3L,North York,Downsview West,43.7390146,-79.5069436,46,Wok of Fame,Chinese,43.74024854616242,-79.51876211468183,
1,M3L,North York,Downsview West,43.7390146,-79.5069436,46,Country Style,Coffee Shop,43.737045,-79.523811,M3N 1V9
0,M4L,East Toronto,"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,47,COBS Bread,Bakery,43.664940367690775,-79.5204847956449,M9A 3T7
1,M4L,East Toronto,"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,47,TTC Stop #6972,Bus Stop,43.666139,-79.519814,
2,M4L,East Toronto,"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,47,Edgehill House,Park,43.670761782876156,-79.51687894119398,
3,M4L,East Toronto,"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,47,Humbertown Convenience,Convenience Store,43.66492858170565,-79.52048054521903,
0,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Starbucks,Coffee Shop,43.645425,-79.522439,M8X 2X3
1,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Gourmet Bakery (Islington Station),Bakery,43.64491852702881,-79.52471129398302,
2,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Sobeys,Grocery Store,43.645726,-79.521369,M8X 2X9
3,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Gojima,Japanese,43.6450937571191,-79.52167215350396,M8X 1E9
4,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Lemongrass,Thai,43.64501004827513,-79.52237930103196,
5,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,A&W,Fast Food,43.645096,-79.522514,M8X 1G2
6,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,A&W,Fast Food,43.64536,-79.521563,M8X 2X4
7,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Thai Express,Thai,43.645427,-79.522446,M8X 2X3
8,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Second Cup,Coffee Shop,43.64533056349981,-79.52275256405419,M8X 2W8
9,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Subway,Sandwiches,43.64501417215867,-79.52216600316655,
10,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,GoodLife Fitness,Gym,43.64554,-79.522255,M8X 2X2
11,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Tim Hortons,Coffee Shop,43.64527816413406,-79.52236337301633,M8Z 5B5
12,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Mitzie's Jerk,Caribbean,43.6452148372177,-79.52141242658975,M8X 1E9
13,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Pizza Pizza,Pizza,43.64495916856127,-79.52246841231887,M8X 1G2
14,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Orwell's,Pub,43.64488496919141,-79.52312559497283,M8X 1G2
15,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Squire & Firkin,Pub,43.645231296334295,-79.52124579478895,M8X 1E9
16,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Freshii,Gluten-free,43.645411282104604,-79.52263814541413,M8X 2X2
17,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Sushi Express,Sushi,43.645432647801336,-79.52557525452383,
18,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Mabelle Convenience,Convenience Store,43.64649806233653,-79.52670066379756,
19,M5L,Downtown Toronto,"Commerce Court,Victoria Hotel",43.6481985,-79.37981690000001,48,Enterprise Rent-A-Car,Rental Car,43.6468599,-79.51511,M8X 1Z4
0,M6L,North York,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,49,Kitchen Stuff Plus (Warehouse Sale),Furniture / Home,43.71517525016472,-79.52581786941177,M9N 3K8
1,M6L,North York,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,49,Pelmo Community Centre,Outdoors & Recreation,43.71441852002091,-79.51989309816359,
2,M6L,North York,"Downsview,North Park,Upwood Park",43.713756200000006,-79.4900738,49,Baycrest Terrace,Skating Rink,43.71637551481079,-79.52241305464732,
0,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Pho Com Viet Nam,Vietnamese,43.75663119859895,-79.51833633068185,M3N 2V3
1,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,No Frills,Grocery Store,43.758178,-79.51968,M3N 3A1
2,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Pizza Hut,Pizza,43.75633958118749,-79.51781778764257,M3N 2V3
3,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Shoppers Drug Mart,Pharmacy,43.756147,-79.515843,M3N 2K1
4,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,KFC,Fast Food,43.7566,-79.5181,M3N 2V3
5,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Petro-Canada,Gas Station,43.757187,-79.517778,M3N 2Z2
6,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Popeyes Louisiana Kitchen,Fried Chicken,43.75660425382002,-79.51604685393343,M3N 2K1
7,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,The Beer Store,Beer Store,43.7560941,-79.5162392,M3N 2V3
8,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Subway,Sandwiches,43.75617104020033,-79.5182508987524,M3N 2V3
9,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Pizza Pizza,Pizza,43.756185976894656,-79.5154595375061,M3N 2H1
10,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Planet Fitness,Gym / Fitness,43.757538,-79.51961,
11,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Tim Hortons,Coffee Shop,43.7561284,-79.5162657,M3N 2K1
12,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Dollarama,Discount Store,43.758177,-79.519679,M3N 3A1
13,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Jian Hing Supermarket,Grocery Store,43.75667320052111,-79.51844367991136,M3N 2K2
14,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,LCBO,Liquor Store,43.759256617873106,-79.51945388294175,M3N 3A1
15,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Living Well,Caribbean,43.756460538385106,-79.51598949881128,M3N 2V2
16,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Yorkgate Mall,Mall,43.75866403784837,-79.51964054966928,
17,M9L,North York,Humber Summit,43.7563033,-79.56596329999999,50,Dollarama,Discount Store,43.75677,-79.515084,M3N 2V2
0,M1M,Scarborough,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,51,Kitchen Stuff Plus (Warehouse Sale),Furniture / Home,43.71517525016472,-79.52581786941177,M9N 3K8
1,M1M,Scarborough,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,51,Pelmo Community Centre,Outdoors & Recreation,43.71441852002091,-79.51989309816359,
2,M1M,Scarborough,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,51,The Davey Tree Expert Company,Construction,43.71933285,-79.51904169,M3L 1G9
3,M1M,Scarborough,"Cliffcrest,Cliffside,Scarborough Village West",43.716316,-79.23947609999999,51,Fiera Foods,Bakery,43.71894579794069,-79.5259211134858,
0,M2M,North York,"Newtonbrook,Willowdale",43.789053,-79.40849279999999,52,Doublerinks Arena - Vaughan Iceplex,Skating Rink,43.789973313787804,-79.52126996625495,
1,M2M,North York,"Newtonbrook,Willowdale",43.789053,-79.40849279999999,52,Pro Hockey Network,Athletics & Sports,43.790300809379346,-79.52106249838697,
